,,,,,,,,,,,
,139,"""Famílias pedem fechamento dos inferninhos do Pina""                      ",10/10/1969,Primeiro caderno ,Prostitutas (que seriam expulsas dos prostíbulos em que moram e trabalham),"Recife, PE",Prostíbulo, Famílias; fechamento; inferninhos; Delegado de costumes; pensões alegres; prostíbulos; atentar contra a tranquilidade pública; desordens; mocinhas; mulheres da vida fácil; palavrões; bas-fond; abusos; mundanas; desordeiros; ladrões de carros; marginais; prisão; meretrizes; trottoir; ,objetificação da mulher (sentimentos de posse e controle sobre o corpo feminino); moralização dos relatos ,Violência simbólica; Preconceito e/ou violência  em função da atividade de prostituição; violência no contexto de relações profissionais,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74537
,140,"""Operação garotas""                         ",12/10/1969,Suplemento feminino ,Não há vítimas específicas ,"Plymouth, Inglaterra",Não fica claro ,garotas; donjuanismo obsessivo; mulher-objeto; mulheres; associação feminina; tenente; exército; soldados; presença de espírito e iniciativa masculina; porta-seios; calcinha; foto de uma mulher nua; missão. ,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos ,Violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74637
,141,"""Autor de homicídio ficará recolhido em Itamaracá""                             ",14/10/1969,Primeiro caderno ,Geraldo Teixeira (amante da esposa do réu),"Recife, PE",Residência,Homicídio; viajante; penitenciária; Tribunal do Júri; assassínio; absolvido liminarmente; magistrado; legítima defesa da honra; matou; técnico; colóquios amorosos com a sua mulher; assistente de acusação; tribunal de justiça; câmara criminal; unanimidade; reformou a sentença; advogado; causídico; excelentes antecedentes,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos; Hibridismo entre o discurso jornalístico e o policial/jurídico,violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74671
,142,"""Secretário combate o lenocínio e não reabrirá os prostíbulos"" ",14/10/1969,Primeiro caderno ,Prostitutas ,"Recife, PE",Prostíbulo,Prostíbulos fechados; lenocínio; Delegado de Costumes; Polícia; Antros; famílias; escândalos; Secretário de Segurança Pública; Pensões; subúrbio; atuação repressiva; controle mais severo; saúde; profilaxia; doenças venéreas; trottoir; terreiros de xangô e macumba fechados; centros espíritas; denúncias; corrução de menores; comissário; casas de culto irregulares,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos,Violência simbólica; Preconceito e/ou violência  em função da atividade de prostituição; violência no contexto de relações profissionais,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74671
,143,"""Mundana que matou irmã no Pina foi presa em Tejipió""",18/10/1969,Primeiro caderno ,"O nome da vítima é citado, mas não há informações sobre a idade ou a raça da vítima ","Recife, PE",Residência ,Mundana; matou; irmã; prêsa; facadas; Delegacia de Homicídios; Fratricida; flagrante; Colônia de mulheres delinquentes; beber; pensão alegre; discussão; faca; ferimento; fugiu; faleceu; arrependida; risos histéricos; prantos; xadrez,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos,Violência física; violência letal; violência doméstica e intrafamiliar; preconceito e/ou violência em função da atividade de prostituição ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74763
,144,"""Mulher faleceu""",21/10/1969,Primeiro caderno ,Nome citado. Idade: 21 anos           Estado Civil: solteira           Profissão: Doméstica,"Recife, PE",Rua,mulher; faleceu; tentava atravessar a avenida; solteira; atropelada por carro; motorista não identificado; vítima; faleceu; hospital,hibridismo entre o discurso jornalístico e o policial/jurídico ,Violência física; violência letal ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74878
,145,"""Industriário matou a espôsa ontem em Caruaru""                         ",21/10/1969,Primeiro caderno ,Nome citado.  Idade: 16 anos,"Caruaru, PE",Rua ,Industriário; matou; espôsa; assasinou; mulher; peixeirada; vítima; marido; criminoso; fugiu; casados; filho com menos de um ano de idade; irritado com a recusa; ciúme; violenta peixeirada; clavícula esquerda. ,Objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos ,Violência física; violência letal; violência doméstica e intrafamiliar,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74878
,146,"""Traficante que matou mulher foi capturado ontem no Coque""                                ",21/10/1969,Primeiro caderno ,Nome citado.               Ocupação: supostamente traficante de maconha               A raça e a idade da vítima não foram informadas ,"Recife, PE",Rua,traficante de maconha; matou; mulher; capturado; agentes policiais; juiz; homicídio; maconha; crime; assassinado; diligências policiais; vítima; entorpecente mais barato; acusado; amante; armar uma cilada; atravessar maconha; presa em flagrante; presídio de mulheres delinquentes do Bom Pastor; delegado de homicídios; prisão; viciados.,Objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos ,Violência física; violência letal; Violência no contexto de relações profissionais ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=74878
,147,"""Arbitrariedade""",31/10/1969,Diario Policial ,"A matéria não cita os nomes das vítimas, dizendo apenas que se trata de uma jovem e de uma menor de idade ","Recife, PE",Não fica claro,Arbitrariedade; Senhora; Delegacia de plantão; queixa contra o comissário; acusado; prendeu sem haver motivo; filha;  menor de idade; voz de prisão; crise nervosa; hospital. ,hibridismo entre o discurso jornalístico e o policial/jurídico,Violência institucional; violência psicológica (Contra menor),http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75177
,148,"""Outro roubo""",01/11/1969,Primeiro caderno ,Nome citado. Não há informações sobre a idade ou a raça da vítima  ,"Recife, PE",Rua,Roubo; assalto à mão armada; dinheiro; dois elementos; arma em punho; vítima; tentou gritar por socorro; espôso; prestou queixa; delegacia de roubos e furtos; delegados; testemunhas; assaltantes,hibridismo entre o discurso jornalístico e o policial/jurídico,Violência física; violência patrimonial; violência urbana ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75201
,149,"""Polícia mobilizada para desvendar cinco assaltos ocorridos em 48 horas"" ",02/11/1969,Primeiro caderno ,Duas vítimas que tiveram os nomes citados na matéria. Estado civil das duas: casadas,"Recife, PE",Rua ,polícia; desvendar; cinco assaltos em 48h; bandidos; armados; revólveres; dinheiro; roubaram; ilesa; táxi; mulher carregada; seviciada; abandonada; delegado; secretário de segurança pública.  ,hibridismo entre o discurso jornalístico e o policial/jurídico,Violência física; violência patrimonial; violência urbana ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75235
,150,"""Tribunal condena o autor do assassínio da amante""                               ",04/11/1969,Primeiro caderno ,"Nome citado. Não há informações sobre a idade ou raça da vítima, mas a matéria a descreve como ""amante do réu""","Recife, PE",Residência ,Tribunal; condena; autor do assassínio; amante; Tribunal do Júri; 17 golpes de faca peixeira;  assassinou; tio; ancião; ciúmes; advogado; legítima defesa da honra; encontrado a amante nos braços do seu tio; promotor; acusação; flagrante adultério; mulher; própria casa,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos; Hibridismo entre o discurso jornalístico e o policial/jurídico,Violência física; violência letal; violência doméstica e intrafamiliar,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75316
,151,"""Reconheceu nos arquivos da SSP o marginal que lhe roubou o dinheiro e a mulher""                              ",05/11/1969,Primeiro caderno ,"Nome citado. Não há informações sobre a idade ou raça da vítima, mas a matéria a descreve como ""amante do réu""","Recife, PE",Rua,reconheceu; marginal; levou o dinheiro e a mulher; táxi; vigarista; arquivos; assaltos; prisão ,"
objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); hibridismo entre o discurso jornalístico e o policial/jurídico","
Violência física; violência urbana",http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75340
,152,"""Tesoureiro condenado a 20 meses""                                                                               ",06/11/1969,Primeiro caderno ,Nome citado.        Ocupação: Prostituta                Não há informações sobre a raça e a idade da vítima ,"Recife, PE",Prostíbulo ,tesoureiro; condenado;  Tribunal do Júri; liberdade condicional; assassínio; mulher; pensão de mundanas; crime; cerveja; bar; disparo; acusado; negou a autoria do crime; vítima; acidente com a arma. ,"
objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos ",Violência física; violência letal; preconceito e/ou violência  em função da atividade de prostituição,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75387
,153,"""Absolvidas mulheres que se feriram mutuamente"" ",08/11/1969,Primeiro caderno ,Os nomes das vítimas foram citados. Não há informações sobre a raça e a idade das vítimas ,"Recife, PE",Não fica claro ,Absolvidas; mulheres; feriram-se mutuamente; juiz; lesões corporais mútuas; briga; presa em flagrante; Penitenciária de mulheres Delinquentes; liberdade condicional; Tribunal de Justiça; improcedente; denúncia ,Hibridismo entre o discurso jornalístico e o policial/jurídico ,Violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75387
,154,"""Inocente porque defendeu a honra""                                ",08/11/1969,Primeiro caderno ,O nome da vítima foi citado. Não há informações sobre a raça e a idade da vítima ,"Recife, PE",Não fica claro,inocente; legítima defesa da honra; Tribunal do Júri; assassinou; amante da espôsa; traição;  jurado; excesso culposo; promotor; reconheceu a existência do adultério; agressão física; ofensas verbais; acusado; advogado; defendeu-se de iminente agressão física; faca. ,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos,Violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75441
,155,"""Americano condenado vai cumprir a pena nos EEUU"" ",12/11/1969,Primeiro caderno,O nome da vítima foi citado. Não há informações sobre a raça e a idade dela ,"Recife, PE",Pensão ,americano; condenado; juiz; vara criminal; pena; ferimentos; mulher; arma de fogo; pensão; bala; atingindo a vítima no pescoço; acidente; táxi; socorrer a vítima; prêso;  autuado em flagrante; libertado; fiança; ministro dos Estados Unidos; cumprir pena na sua pátria,hibridismo entre o discurso jornalístico e o policial/jurídico ,Violência física,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75580
,156,"""Terrorismo em Nova Iorque"" ",14/11/1969,Síntese,Mulher não identificada,"Nova York,  Estados Unidos ",Não fica claro ,Terrorismo; bomba; ameaças; cartas misteriosas; nervosa; explosões; jornal; The New York Times; telefonema anônimo; mulher; sofreu; ferimentos leves. ,hibridismo entre o discurso jornalístico e o policial/jurídico ,Violência física; violência urbana; violência simbólica. ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75625
,157,"""Matador da ex-noiva vai ser levado a julgamento"" ",19/11/1969,Primeiro caderno ,"Nome da vítima é citado. Não há unformações sobre raça, idade e classe, mas a matéria a define como ""ex-noiva"" do réu","Recife, PE",Rua,Matador; ex-noiva; 31 golpes de faca peixeira; julgamento; Tribunal do Júri; assassinou; pronunciado; crime; via pública; vítima; ex-noivo; negava-se a reatar o compromisso; discussão; réu; arma; homicídio qualificado; motivo fútil; advogado de ofício; defesa; causídico.,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); Hibridismo entre o discurso jornalístico e o policial/jurídico,Violência física; violência letal; violência doméstica e intrafamiliar; violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=75783
,158,"""Viúvo abateu a namorada ontem com certeiro tiro"" ",29/11/1969,Primeiro caderno ,"Nome da vítima é citado. Não há unformações sobre raça, idade e classe, mas a matéria a define como namorada do réu","Recife, PE",Residência ,abateu; namorada; tiro de revólver; assassinou; homicida; alcólatra; perigoso; conseguiu fugir; criminoso; retratos; testemunhas; vítima; xangô; pai de santo; conselho; mulher; enciumado; encontrara a vítima conversando com um rapaz,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos ,Violência física; violência letal; violência doméstica e intrafamiliar,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76075
,159,"""Implicados na morte de Sharon Tate""",02/12/1969,Capa,Sharon Tate.                  Profissão: atriz.                Raça: branca.        Estava grávida quando foi morta ,"Los Angeles, Estados Unidos",Residência ,implicados; morte; crime; polícia; prendeu; quintúplo assassinato; chefe de polícia; imprensa; entrevista; prováveis assassinos; jovem; homem; mulheres; presídio.  ,hibridismo entre o discurso jornalístico e o policial/jurídico ,Violência física; violência letal; violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76184
,160,"""Bandido mata e bolsa da vítima só continha mesmo uma Bíblia""",03/12/1969,Primeiro caderno ,"Araci Pereira de Souza, Maria Júlia de Sousa (15 anos), Alvina Aranha dos Santos (21 anos), Zélia do Carmo Figueira (21 anos), Rosa do Carmo Figueira (17 anos) ","São Paulo, SP",Rua,Bandido; mata; assaltantes; armados de revólveres; sob efeito de bebidas e entorpecentes; série de crimes; roubar; capturados; Delegacia de Polícia; vítimas; espôsa; tiro no abdômen; marido; socorrida; roubaram relógio; menor; morto; operário; culto; espôsa; filhinha; Bíblia; tiro na cabeça; revólveres ameaçadores; mulher; irmã; baile; tiro no ombro; segurada pelos marginais; pronto socorro; insanos; namorada; ferida; ameaças; caçada aos bandidos. ,hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos ,violência física; violência patrimonial; violência urbana; violência doméstica e intrafamiliar,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76209
,161,"""Sepultado em Água Preta monstro que desonrou as filhas e se enforcou""                                                      ",05/12/1969,Primeiro caderno ,"Maria José (18 anos), Iraci (17 anos), Maria Cleonice (16 anos) ","Água Preta, PE ",Residência ,Monstro; desonrou; filhas; enforcou-se; não merecia perdão; nefando crime; população protestando; revolta; crime monstruoso; vergonha; cidadãos mais conservadores; bandido; miserável; excomungado; gorda; mulata; chorar; irmãos; assassino; velório; curiosidade; cidade; repudiava; não merecia; bom marido; garotas brutalizadas; enlouquecido; arte do satanás; pacato; respeitado; estimado; espôsa; perdão; papai; morte; embriaguez; instintos bestiais; ameaçou de morte; denuciar; grávida; tarado; delegado de polícia; prisão; seduziu; suicídio; corda; remorso; fraqueza do espírito; remorso; repercussão ,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos; Hibridismo entre o discurso jornalístico e o policial/jurídico,Violência sexual (contra menor); violência doméstica e intrafamiliar; violência psicológica; violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76263
,162,"""Pentágono não acusa Medina de massacre contra civis""",07/12/1969,Primeiro caderno ,"""Mulher vietnamita""","My Lai, Vietnam / Washington, Estados Unidos ",Não fica claro,Pentágono; não acusa; massacre; civis; mulher vietnamita; assassinar; criança; investigações; militares; guerra; reagiu instintivamente; em liberdade,Hibridismo entre o discurso jornalístico e o policial/jurídico,Violência física; violência institucional; violência simbólica,"
http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76325"
,163,"""Manson tem culpa na morte de Sharon""",09/12/1969,Primeiro caderno ,Sharon Tate                  Profissão: atriz                Raça: branca                 Estava grávida quando foi morta ,"Los Angeles, Estados Unidos",Residência ,Culpa; Manson; morte; assassínio; mansão; apóstolo do crime gratuito; fontes policiais; seita; assassinos; encarcerada; seguidora de satã; delator; devota; submissa; discípula; detida.,Hibridismo entre o discurso jornalístico e o policial/jurídico,"
Violência física; violência letal; violência simbólica",http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76403
,164,"""Policial diz como prendeu Manson e seus discípulos""",11/12/1969,O mundo em síntese,Sharon Tate                  Profissão: atriz                Raça: branca                     Estava grávida quando foi morta ,"Los Angeles, Estados Unidos",Residência ,Policial; prendeu; discípulos; assassínio; detetives; requintes de crueldade; jornais; diretor de cinema; letras de sangue; quintúplo assassinato; bando hippie; culto; detidos; investigação ,Hibridismo entre o discurso jornalístico e o policial/jurídico,"
Violência física; violência letal; violência simbólica;",http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76447
,165,"""Assassinos de Sharon são suspeitos de vários crimes""",12/12/1969,O mundo em síntese,Sharon Tate                  Profissão: atriz                Raça: branca            Estava grávida quando foi morta ,"Los Angeles, Estados Unidos",Residência ,Assassinos; suspeitos; crimes; descobertas macabras; assassínios; polícia; corpos apunhalados; selvageria; matança; casa; Polanski; culto hippie; seita; igreja final do juízo; cientologia; discípulos; satã; testemunhas; delegado; investigações ,Hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos ,"
Violência física; violência letal; violência simbólica",http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76447
,166,"""Processo de Manson poderá começar nos próximos dois meses""",13/12/1969,Primeiro caderno ,Sharon Tate                  Profissão: atriz                Raça: branca                Estava grávida quando foi morta ,"Los Angeles, Estados Unidos",Residência ,processo; discípulos; assassínios; promotor de justiça; matança; acareação; investigação; álibi; ministério público; mortes; brutalmente assassinados; cruéis; seita pseudo-hippie; crime; punhaladas,Hibridismo entre o discurso jornalístico e o policial/jurídico; moralização dos relatos ,"
Violência física; violência letal; violência simbólica",http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76495
,167,"""Condenação para o sedutor da menor""                                      ",14/12/1969,Primeiro caderno ,Matéria apresenta as iniciais da vítima e diz que ela era menor de idade             ,"Recife, PE",Residência ,condenação; sedutor; menor; leviana; fácil; corrução da menor; promotor; crime; casado; namoro; residência; queixa; recato; delicadeza feminina; mulher; veículos de informação; sexo; censura mais indulgente; exibicionismo; diminuição do pudor; indiferentismo sexual; homossexualismo; extravagâncias; minissaias provocadoras; biquínis monumentais; decotes atrevidos, objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos ,violência sexual (contra menor),http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76528
,168,"""Briga entre marido e mulher resulta na morte de inocente""",16/12/1969,Primeiro caderno ,Maria de Lourdes Santana (esposa do agressor) ,"Recife, PE",Clube,briga; marido; mulher; morte; vítima; tiro; investigações; abandonada; esbofetear; confusão; disparo; agressão; morte trágica e inesperada, objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos ,Violência física; violência doméstica e intrafamiliar,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76616
,169,"˜Discípulos de 'Satã' não sabiam que matavam Sharon"" ",16/12/1969,Primeiro caderno ,Sharon Tate                  Profissão: atriz                Raça: branca                 Estava grávida quando foi morta ,"Los  Angeles, Estados Unidos ",Residência ,Discípulos; Satã; matavam; jovens assassinos; atriz; quintúplo crime; trajes litúrgicos pretos; empapara uma toalha de sangue; matança; armas; medo; seita; cadáver; filho; amor; violência; mago; revolução negra,moralização dos relatos; hibridismo entre o discurso jornalístico e o policial/jurídico ,Violência física; violência letal; violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76617
,170,"""Simpósio debate homossexualismo e seus participantes sugerem processos de cura""                                           ",20/12/1969,Primeiro caderno ,Nao há vítimas específicas ,"Rio de Janeiro, RJ", Violência simbólica,Simpósio; homossexualismo; cura; prevenido; tendências femininas de comportamento; superar impulsos sexuais agressivos; invertidos; marginais; homem; mulher; homossexuais; chantagem; anomalias cromossômicas; preconceito,moralização dos relatos,Violência simbólica; violência contra pessoa LGBTQIA+; violência institucional  ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76731
,171,"""Papa é menos popular do que divorcista""                  ",23/12/1969,Capa,Sharon Tate                  Profissão: atriz                Raça: branca          Estava grávida quando foi morta ,                  -,Violência simbólica           ,mulher do ano; atriz assassinada; Sharon Tate,-,Violência física; violência letal; violência simbólica,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=76847
,172,"""Vítima de atropelamento faleceu no HPS""",30/12/1969,Primeiro caderno ,Maria Emília Pereira                  Idade: 74 anos               viúva                Profissão: doméstica,"Recife, PE",Rua,Vítima; atropelamento; faleceu; doméstica; atropelada; caminhoneta; hospital,-,Violência física; violência letal ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=77043
,173,"""Assassinou quatro crianças a fim de seduzir namorada"" ",30/12/1969,Primeiro caderno ,"Quatro crianças, sendo um menino de 13 anos e três meninas de 13, 07 e 06 anos ","Porangatu, Goiás",Residência,Assassinou; crianças; possuir; namorada; maníaco sexual; assassino; crime; romance; filha; menores; estuprar; pedaço de pau; liquidado; meninas; cirminoso; caçada; chacina; população; linchar o criminoso; policiais; população revoltada; monstro negro; hediondo crime; detentos; revoltados; linchá-lo,objetificação da mulher (sentimentos de posse e/ou controle sobre o corpo feminino); moralização dos relatos; Hibridismo entre o discurso jornalístico e o policial/jurídico,Violência física (Contra menor); violência sexual (contra menor),http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=77043
,174,"""Cai o recorde de Chessman""",31/12/1969,O mundo em síntese,Mulher branca,"Nova Orleans, Estados Unidos ",Não fica claro,negros; condenados à morte; prisão; postos em liberdade; violentaram uma mulher branca; confessaram-se culpados; Supremo Tribunal; negros excluídos do corpo de jurados ,moralização dos relatos; Hibridismo entre o discurso jornalístico e o policial/jurídico,Violência sexual; violência simbólica ,http://memoria.bn.br/DocReader/DocReader.aspx?bib=029033_14&Pesq=mulher&pagfis=77074
